queueOrder,page,oldPath,clicks,impressions,priorityScore,legacyType,suggestedTargetPath,proposedTargetPath,decisionType,reasonCode,confidence,curationStatus,finalDecision,reviewStatus,finalTargetPath,reviewerNotes,reviewedAt,reviewVersion
29,https://www.kotacom.id/product/amd-ryzen-7-ram-16gb-vga-rx-550-4gb-ddr5-ssd-1tb,/product/amd-ryzen-7-ram-16gb-vga-rx-550-4gb-ddr5-ssd-1tb,3,82,19.73,other_nested,,/products/amd-ryzen-7-ram-16gb-vga-rx-550-4gb-ddr5-ssd-1tb,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/amd-ryzen-7-ram-16gb-vga-rx-550-4gb-ddr5-ssd-1tb,Deterministic mapping by route contract v1.,2026-04-01,v2
30,https://www.kotacom.id/pembuatan-website/surabaya,/pembuatan-website/surabaya,5,78,15.14,other_nested,,/services/jasa-pembuatan-website-surabaya,redirect,landing_cluster_to_service_canonical,low,pending_review,approved_redirect,approved,/services/jasa-pembuatan-website-surabaya,Deterministic mapping by route contract v1.,2026-04-01,v2
31,https://www.kotacom.id/product/pc-gaming-intel-core-i5-4460-ram-16gb-vga-rx-4gb-ddr5-ssd-512gb,/product/pc-gaming-intel-core-i5-4460-ram-16gb-vga-rx-4gb-ddr5-ssd-512gb,0,78,15.06,other_nested,,/products/pc-gaming-intel-core-i5-4460-ram-16gb-vga-rx-4gb-ddr5-ssd-512gb,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-gaming-intel-core-i5-4460-ram-16gb-vga-rx-4gb-ddr5-ssd-512gb,Deterministic mapping by route contract v1.,2026-04-01,v2
32,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-lumajang,/product-tag/jual-pc-rakitan-murah-lumajang,7,77,27.24,other_nested,,/products/category/jual-pc-rakitan-murah-lumajang,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-lumajang,Deterministic mapping by route contract v1.,2026-04-01,v2
33,https://www.kotacom.id/blog/transformasi-bisnis,/blog/transformasi-bisnis,0,75,9.52,other_nested,,/blog/transformasi-bisnis,keep_or_redirect,blog_slug_normalization,medium,pending_review,approved_keep_or_redirect,in_review,/blog/transformasi-bisnis,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
34,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-madiun,/product-tag/jual-pc-rakitan-murah-madiun,5,74,23.94,other_nested,,/products/category/jual-pc-rakitan-murah-madiun,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-madiun,Deterministic mapping by route contract v1.,2026-04-01,v2
35,https://www.kotacom.id/jasa-cetak-buku-morowali-utara/cetak,/jasa-cetak-buku-morowali-utara/cetak,0,74,9.5,other_nested,,/services/printing-services,redirect,printing_cluster_to_service_canonical,low,pending_review,approved_redirect,approved,/services/printing-services,Deterministic mapping by route contract v1.,2026-04-01,v2
36,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-mojokerto/page/2,/product-tag/jual-pc-rakitan-murah-mojokerto/page/2,2,71,13.39,other_nested,,/products/category/jual-pc-rakitan-murah-mojokerto,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-mojokerto,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
37,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-madiun,/product-tag/jual-komputer-rakitan-murah-madiun,2,70,21.79,other_nested,,/products/category/jual-komputer-rakitan-murah-madiun,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-madiun,Deterministic mapping by route contract v1.,2026-04-01,v2
38,https://www.kotacom.id/product/usb-flashdisk-64gb-1200-lagu-karaoke-klip-asli-software-full-v-0,/product/usb-flashdisk-64gb-1200-lagu-karaoke-klip-asli-software-full-v-0,0,67,16.56,other_nested,,/products/usb-flashdisk-64gb-1200-lagu-karaoke-klip-asli-software-full-v-0,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/usb-flashdisk-64gb-1200-lagu-karaoke-klip-asli-software-full-v-0,Deterministic mapping by route contract v1.,2026-04-01,v2
39,https://www.kotacom.id/product/cpu-core-i7-2600-fullset-ram-4gb-hdd-500gb-led-19in-lg-keymouse,/product/cpu-core-i7-2600-fullset-ram-4gb-hdd-500gb-led-19in-lg-keymouse,0,66,9.3,other_nested,,/products/cpu-core-i7-2600-fullset-ram-4gb-hdd-500gb-led-19in-lg-keymouse,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/cpu-core-i7-2600-fullset-ram-4gb-hdd-500gb-led-19in-lg-keymouse,Deterministic mapping by route contract v1.,2026-04-01,v2
40,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-mojokerto,/product-tag/jual-pc-rakitan-murah-mojokerto,5,64,19.79,other_nested,,/products/category/jual-pc-rakitan-murah-mojokerto,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-mojokerto,Deterministic mapping by route contract v1.,2026-04-01,v2
41,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-tulungagung/page/2,/product-tag/jual-komputer-rakitan-murah-tulungagung/page/2,1,64,12.13,other_nested,,/products/category/jual-komputer-rakitan-murah-tulungagung,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-tulungagung,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
42,https://www.kotacom.id/product/hardisk-wd-3tb-new-62rb-lagu-karaoke-klip-asli-2019-software-full,/product/hardisk-wd-3tb-new-62rb-lagu-karaoke-klip-asli-2019-software-full,0,63,9.22,other_nested,,/products/hardisk-wd-3tb-new-62rb-lagu-karaoke-klip-asli-2019-software-full,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/hardisk-wd-3tb-new-62rb-lagu-karaoke-klip-asli-2019-software-full,Deterministic mapping by route contract v1.,2026-04-01,v2
43,https://www.kotacom.id/product-tag/jasa-rakit-pc-murah-gresik,/product-tag/jasa-rakit-pc-murah-gresik,3,57,19.63,other_nested,,/products/category/jasa-rakit-pc-murah-gresik,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jasa-rakit-pc-murah-gresik,Deterministic mapping by route contract v1.,2026-04-01,v2
44,https://www.kotacom.id/blog/software-development-surabaya,/blog/software-development-surabaya,0,57,9.05,other_nested,,/blog/software-development-surabaya,keep_or_redirect,blog_slug_normalization,medium,pending_review,approved_keep_or_redirect,in_review,/blog/software-development-surabaya,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
45,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-bojonegoro,/product-tag/jual-komputer-rakitan-murah-bojonegoro,2,55,20.25,other_nested,,/products/category/jual-komputer-rakitan-murah-bojonegoro,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-bojonegoro,Deterministic mapping by route contract v1.,2026-04-01,v2
46,https://www.kotacom.id/product-tag/jual-pc-rakitan-murah-kediri/page/2,/product-tag/jual-pc-rakitan-murah-kediri/page/2,1,54,16.95,other_nested,,/products/category/jual-pc-rakitan-murah-kediri,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-pc-rakitan-murah-kediri,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
47,https://www.kotacom.id/product/pc-rakitan-gaming-core-i3-9100f-ssd-120gb-8gb-gtx-1650-4gb,/product/pc-rakitan-gaming-core-i3-9100f-ssd-120gb-8gb-gtx-1650-4gb,0,53,11.21,other_nested,,/products/pc-rakitan-gaming-core-i3-9100f-ssd-120gb-8gb-gtx-1650-4gb,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-rakitan-gaming-core-i3-9100f-ssd-120gb-8gb-gtx-1650-4gb,Deterministic mapping by route contract v1.,2026-04-01,v2
48,https://www.kotacom.id/product-tag/jasa-rakit-pc-sidoarjo/page/2,/product-tag/jasa-rakit-pc-sidoarjo/page/2,4,52,23.84,other_nested,,/products/category/jasa-rakit-pc-sidoarjo,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jasa-rakit-pc-sidoarjo,Tag pagination mapped to category canonical; verify category slug normalization.,2026-04-01,v2
49,https://www.kotacom.id/pembuatan-website/sidoarjo,/pembuatan-website/sidoarjo,0,52,7.9,other_nested,,/services/jasa-pembuatan-website-surabaya,redirect,landing_cluster_to_service_canonical,low,pending_review,approved_redirect,approved,/services/jasa-pembuatan-website-surabaya,Deterministic mapping by route contract v1.,2026-04-01,v2
50,https://www.kotacom.id/product/pc-rakitan-core-i5-lengkap-siap-pakai-untuk-office-admin,/product/pc-rakitan-core-i5-lengkap-siap-pakai-untuk-office-admin,1,51,11.63,other_nested,,/products/pc-rakitan-core-i5-lengkap-siap-pakai-untuk-office-admin,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-rakitan-core-i5-lengkap-siap-pakai-untuk-office-admin,Deterministic mapping by route contract v1.,2026-04-01,v2
51,https://www.kotacom.id/blog/panduan-memilih-sistem-pos-untuk-umkm-indonesia,/blog/panduan-memilih-sistem-pos-untuk-umkm-indonesia,0,51,8.86,other_nested,,/blog/panduan-memilih-sistem-pos-untuk-umkm-indonesia,keep_or_redirect,blog_slug_normalization,medium,pending_review,approved_keep_or_redirect,in_review,/blog/panduan-memilih-sistem-pos-untuk-umkm-indonesia,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
52,https://www.kotacom.id/product/pc-intel-core-i5-ram-32gb-ddr4-ssd-512gb-garansi,/product/pc-intel-core-i5-ram-32gb-ddr4-ssd-512gb-garansi,4,50,23.23,other_nested,,/products/pc-intel-core-i5-ram-32gb-ddr4-ssd-512gb-garansi,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-intel-core-i5-ram-32gb-ddr4-ssd-512gb-garansi,Deterministic mapping by route contract v1.,2026-04-01,v2
53,https://www.kotacom.id/digital-product/jasa-isi-film-surabaya,/digital-product/jasa-isi-film-surabaya,0,49,19.65,other_nested,,/products/category/karaoke,manual_review,legacy_digital_product_to_products_category,low,pending_review,approved_redirect,approved_low_confidence,/products/category/karaoke,Manual intent mapping v3 (legacy_digital_product_to_products_category).,2026-04-01,v3
54,https://www.kotacom.id/product/hardisk-internal-4tb-film-hd-game-pc-konser-musik-fitness-tra-0,/product/hardisk-internal-4tb-film-hd-game-pc-konser-musik-fitness-tra-0,0,49,13.36,other_nested,,/products/hardisk-internal-4tb-film-hd-game-pc-konser-musik-fitness-tra-0,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/hardisk-internal-4tb-film-hd-game-pc-konser-musik-fitness-tra-0,Deterministic mapping by route contract v1.,2026-04-01,v2
55,https://www.kotacom.id/product/pc-gaming-intel-core-i7-6700-ram-32gb-ddr4-vga-8gb-ddr5-hdd-1tbssd-8gb-ddr4-vga-onboard-hd,/product/pc-gaming-intel-core-i7-6700-ram-32gb-ddr4-vga-8gb-ddr5-hdd-1tbssd-8gb-ddr4-vga-onboard-hd,0,48,14.76,other_nested,,/products/pc-gaming-intel-core-i7-6700-ram-32gb-ddr4-vga-8gb-ddr5-hdd-1tbssd-8gb-ddr4-vga-onboard-hd,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/pc-gaming-intel-core-i7-6700-ram-32gb-ddr4-vga-8gb-ddr5-hdd-1tbssd-8gb-ddr4-vga-onboard-hd,Deterministic mapping by route contract v1.,2026-04-01,v2
56,https://www.kotacom.id/product/rakit-pc-core-i5-4460-4gb-500gb-pc-rakitan-office-surabaya,/product/rakit-pc-core-i5-4460-4gb-500gb-pc-rakitan-office-surabaya,2,46,16.21,other_nested,,/products/rakit-pc-core-i5-4460-4gb-500gb-pc-rakitan-office-surabaya,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/rakit-pc-core-i5-4460-4gb-500gb-pc-rakitan-office-surabaya,Deterministic mapping by route contract v1.,2026-04-01,v2
57,https://www.kotacom.id/projects/fashion-retail-pos-system-butik-cantik,/projects/fashion-retail-pos-system-butik-cantik,0,46,7.69,project_detail,/services,/projects/fashion-retail-pos-system-butik-cantik,keep_or_redirect,projects_direct,medium,pending_review,approved_keep_or_redirect,in_review,/projects/fashion-retail-pos-system-butik-cantik,Target path pattern is valid; verify content existence in CMS before final redirect.,2026-04-01,v2
58,https://www.kotacom.id/rekomendasi-rakit-pc-5-jutaan/comment-page-1,/rekomendasi-rakit-pc-5-jutaan/comment-page-1,0,44,7.61,other_nested,,/rekomendasi-rakit-pc-5-jutaan,manual_review,comment_pagination_to_canonical_post,low,pending_review,approved_redirect,approved_low_confidence,/rekomendasi-rakit-pc-5-jutaan,Manual intent mapping v3 (comment_pagination_to_canonical_post).,2026-04-01,v3
59,https://www.kotacom.id/product/1set-pc-gaming-core-i5-3470-ram-16gb-vga-gtx-4gb-ddr5-monitor-22-inc,/product/1set-pc-gaming-core-i5-3470-ram-16gb-vga-gtx-4gb-ddr5-monitor-22-inc,1,43,12.42,other_nested,,/products/1set-pc-gaming-core-i5-3470-ram-16gb-vga-gtx-4gb-ddr5-monitor-22-inc,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/1set-pc-gaming-core-i5-3470-ram-16gb-vga-gtx-4gb-ddr5-monitor-22-inc,Deterministic mapping by route contract v1.,2026-04-01,v2
60,https://www.kotacom.id/product/rakit-pc-core-i3-2120-4gb-500gb-pc-rakitan-surabaya,/product/rakit-pc-core-i3-2120-4gb-500gb-pc-rakitan-surabaya,0,43,10.92,other_nested,,/products/rakit-pc-core-i3-2120-4gb-500gb-pc-rakitan-surabaya,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/rakit-pc-core-i3-2120-4gb-500gb-pc-rakitan-surabaya,Deterministic mapping by route contract v1.,2026-04-01,v2
61,https://www.kotacom.id/product/kalender-dinding-2,/product/kalender-dinding-2,0,43,8.57,other_nested,,/products/kalender-dinding-2,redirect,product_singular_to_plural,medium,pending_review,approved_redirect,approved,/products/kalender-dinding-2,Deterministic mapping by route contract v1.,2026-04-01,v2
62,https://www.kotacom.id/shop/page/5,/shop/page/5,0,43,8.57,other_nested,,/blog,redirect,pagination_to_canonical_listing,low,pending_review,approved_redirect,approved,/blog,Deterministic mapping by route contract v1.,2026-04-01,v2
63,https://www.kotacom.id/product-tag/jual-komputer-rakitan-murah-banyuwangi,/product-tag/jual-komputer-rakitan-murah-banyuwangi,1,42,19.72,other_nested,,/products/category/jual-komputer-rakitan-murah-banyuwangi,redirect,product_tag_to_products_category,medium,pending_review,approved_redirect,approved,/products/category/jual-komputer-rakitan-murah-banyuwangi,Deterministic mapping by route contract v1.,2026-04-01,v2
